Model,TandemMoment_df,eg,minendmoment,LR1,minXreaction,HS20Moment_df,Iy1,St1,St2,Iy2,numberofgirders,maxZreaction,span,width,LR2,maxendmoment,minZreaction,A,Sb2,HS20Moment,Kg,numberofdiaphragms,df,maxXreaction,ybar2,Y,mindeflection,maxmoment,ybar1,girders,Sb1,I,girderspacing,df1,df2,haunch,TandemMoment
TX_30_50_P08,4685224.555067607,26.461783439490446,-1050655.0073936682,0.42857142857142855,-18248.76484110447,4685224.555067607,22347.266830861503,-2771.766392544127,-11561.919623289763,28428.334590686558,5,32419.66036174581,50,30,0.5595117736995492,721014.5081442365,-4337.914153694381,39.25,794.2825834773372,7368000.0,295778.70710877556,3,0.6358882403729108,26590.63887970636,35.79120980624862,48.25,-0.128930322209287,3024766.83925421,30.187535973098523,"[0.75, 12, 1, 12, 0.5, 36.5]",740.2812488828556,9284.447883492569,7.0,0.4797038742686577,0.6358882403729108,2.0,7368000.0
TX_30_50_R01,4263961.127495586,16.25,-1175333.8922921123,0.42857142857142855,-35118.05104722664,4263961.127495586,7845.048253671195,-4850.953445137008,5346.150883181985,10406.923253170164,5,32605.21122497418,50,30,0.5092042922148816,774130.1540969013,-5269.565932678205,38.2,489.8154785500419,7368000.0,100934.47641637054,4,0.5787135080748623,53310.00145285262,21.24661981686833,29.25,-0.2993722286984774,2862700.5651663523,17.682782200984487,"[18, 130]",443.65463333221527,2460.0,7.0,0.4369209187197767,0.5787135080748623,3.25,7368000.0
TX_30_50_R02,4251475.76050173,17.01,-1262766.3933620024,0.42857142857142855,-34524.39454317962,4251475.76050173,7812.303901520412,-4259.774400927556,5949.721544543178,10041.956691434163,5,32705.964107950393,50,30,0.5077132836730465,847156.1699243534,-5330.028963786794,32.7,433.07064396609263,7368000.0,97589.89048931254,3,0.5770189685805823,51457.83254679757,23.18780280156879,31.51,-0.3073294310647952,2810794.966149253,19.666028722126857,"[21, 111]",397.2486774989069,2670.0,7.0,0.43565292139043754,0.5770189685805823,2.5100000000000016,7368000.0
TX_30_50_R03,4279445.275402011,18.060000000000002,-1295596.7144448399,0.42857142857142855,-31535.32720462388,4279445.275402011,8600.656788068078,-3548.597685505646,8938.51391030876,10872.185392182106,5,32782.74050964539,50,30,0.5110534166181037,864944.9222231392,-5337.8837285408335,30.6,429.45344997514536,7368000.0,105225.50443821387,3,0.5808150482358865,47234.04545515889,25.316330309632708,34.06,-0.27872128380207856,2825906.5730230487,21.676322381317636,"[24, 104]",396.7765673886084,3100.0,7.0,0.438493468265345,0.5808150482358865,2.0600000000000023,7368000.0
TX_30_50_R04,4490540.814392671,19.880000000000003,-1134354.9970166723,0.42857142857142855,-26540.423932550373,4490540.814392671,13490.737594800015,-2863.914258436529,-42338.63925477654,17437.26231196683,5,32879.52915852952,50,30,0.5362625475898467,746968.1255290043,-4778.698358303314,43.1,646.1081527413563,7368000.0,182557.31249949924,3,0.6094653656884732,40301.36141410651,26.988147786067554,37.38,-0.1861019592333494,2945826.3467977676,22.68940590485244,"[27, 146]",594.5831129899632,5660.0,7.0,0.45993205151302174,0.6094653656884732,2.3800000000000026,7368000.0
TX_30_50_R05,4624039.453761809,21.439999999999998,-1044782.9339534595,0.42857142857142855,-23611.655342950333,4624039.453761809,17947.95188323311,-2799.212736620726,-13537.956712252286,23342.732426097806,5,32917.15707648574,50,30,0.552205019422731,713503.5682696465,-4346.424076710573,51.0,814.0232443254026,7368000.0,254792.82603902783,3,0.6275840735290186,34571.42022750448,28.67575660624089,40.44,-0.14037232951487869,3008011.5995647544,23.988214411706238,"[30, 173]",748.1987435661121,8230.0,7.0,0.47348999644758283,0.6275840735290186,2.4399999999999977,7368000.0
TX_30_50_R06,4500070.572319802,22.36,-1210556.0976766464,0.42857142857142855,-22491.93434104046,4500070.572319802,14582.276445015385,-2780.0609637546986,-28970.535911195904,18371.93462054925,5,33051.6212562785,50,30,0.5374005958729263,793126.9464968357,-4848.410450628075,34.7,569.3927143677972,7368000.0,187023.59416563538,3,0.6107587638870524,34327.99346146332,32.26584070529916,42.86,-0.17160301165089162,2938351.7418655595,27.654691844843274,"[33, 118]",527.298460848137,5900.0,7.0,0.4608998811015952,0.6107587638870524,1.8599999999999994,7368000.0
TX_30_50_R07,4599533.033756438,23.549999999999997,-925722.5555788516,0.42857142857142855,-18508.586712760178,4599533.033756438,17939.93000671752,-2608.7513460094756,-11787.906784536674,22748.821931621093,5,32891.777083113026,50,30,0.5492784509385373,656457.2731215203,-3844.352954224784,39.7,675.6375579210609,7368000.0,239865.37862999836,3,0.624258012181927,26097.060178030944,33.670155936297114,45.55,-0.14947623462093837,3081810.995523597,28.72317364621214,"[36, 135]",624.5803554887934,7800.0,7.0,0.4710011569017556,0.624258012181927,1.5499999999999972,7368000.0
TX_30_50_R08,4670174.485022341,24.200000000000003,-958502.4922812292,0.42857142857142855,-18551.60716321484,4670174.485022341,19953.24215615198,-2304.8583159606605,-6856.785262946986,25165.081168837147,5,32940.36925480708,50,30,0.5577144870836448,703654.7668697892,-3591.5666840859053,43.8,728.7910039117097,7368000.0,285181.94641946635,3,0.6338456141452689,24575.22651937401,34.52990093698495,48.2,-0.13447058289688343,3111838.054451244,29.542963678947224,"[40, 149]",675.3974439731303,9800.0,7.0,0.4781754090955349,0.6338456141452689,0.20000000000000284,7368000.0
TX_30_55_P01,4747024.019366223,17.53658536585366,-1376581.2540229056,0.42857142857142855,-42412.941005529945,4747024.019366223,7652.705523389182,-3400.120962188232,7661.129238704326,9818.455405944893,5,32090.936012093138,55,30,0.4944199202238562,1034953.8695620166,-6104.689964564845,30.75,435.76391052132607,8448000.0,95867.64161920447,4,0.5619109871408882,56411.08038452071,22.53159375726775,31.25,-0.41712486686657035,3053207.684932524,18.99928433179504,"[0.75, 12, 1, 12, 0.5, 19.5]",402.78914667235574,2460.7244664634145,7.0,0.42086973449159737,0.5619109871408882,2.0,8448000.0
TX_30_55_P02,4805829.08774606,18.583414634146337,-1274032.4318852478,0.42857142857142855,-33760.805561995265,4805829.08774606,8923.244175711563,-3246.901105767465,11380.85705121846,11323.191649975206,5,31818.142590562715,55,30,0.5005446832540208,920816.1007270985,-5801.651530140176,30.75,450.76519887485836,8448000.0,110488.91585406542,4,0.5688718143638802,46707.86950899663,25.119933123139695,34.12,-0.38017155385591433,3158195.1770301545,21.3767659500435,"[0.75, 12, 0.875, 12, 0.5, 22.5]",417.4272290095128,3115.5955602134145,7.0,0.42602868949188005,0.5688718143638802,1.9949999999999974,8448000.0
TX_30_55_P03,4986443.456983922,20.780201342281877,-1310754.5891173591,0.42857142857142855,-32427.942764564617,4986443.456983922,12829.621738902635,-2688.4543957970936,-40312.046762739126,16468.27148892341,5,32167.247491148955,55,30,0.5193563306494322,938935.681763293,-5796.172264299083,37.25,613.5381282931555,8448000.0,168798.17004173828,4,0.5902513561770741,45265.91368561024,26.84148014523179,37.25,-0.26685087616328124,3187574.0059017185,22.47788195367591,"[0.75, 14, 1, 14, 0.5, 25.5]",570.7664879343557,4898.163940156599,7.0,0.44187394618444853,0.5902513561770741,2.0,8448000.0
TX_30_55_P04,5181193.8626991315,22.451171875,-1194287.6126778158,0.42857142857142855,-26289.836962858855,5181193.8626991315,18631.886096527465,-2644.535877775458,-11000.507384876226,24122.26779982884,5,32147.656739703838,55,30,0.5396402979654714,805788.087732841,-5328.284968917556,48.0,844.700988724918,8448000.0,261489.3248447127,4,0.6133041977626813,38959.186640194486,28.55716771001011,40.75,-0.19407630404743917,3270263.9451115727,23.70457238712136,"[1, 15, 1.25, 15, 0.5, 28.5]",786.0038895555073,8311.151184082031,7.0,0.4589593540761948,0.6133041977626813,2.0,8448000.0
TX_30_55_P05,5027894.933530214,22.5,-1354720.6830636358,0.42857142857142855,-27275.652573891894,5027894.933530214,14818.221232180957,-2900.5285800701217,-39192.98351499239,18598.320813118607,5,32376.702842135754,55,30,0.523673653596097,967847.9219276281,-5809.768892572043,33.75,571.8079369118886,8448000.0,185579.187684818,4,0.5951580177000727,38176.668157308086,32.52546810308523,43.0,-0.23562691270956612,3191235.705639687,27.891199716493496,"[0.75, 12, 0.75, 12, 0.5, 31.5]",531.2866202531325,5983.453125,7.0,0.44551047460095,0.5951580177000727,2.0,8448000.0
TX_30_55_P06,5135707.175849583,24.4770205479452,-1061644.28921654,0.42857142857142855,-19334.80605703131,5135707.175849583,18356.57993886852,-2794.36097533817,-16019.11125894635,23192.976510968256,5,32022.874169885967,55,30,0.5349026931015288,688503.8075911321,-4970.659519949538,36.5,678.6102430430441,8448000.0,236480.61245370648,4,0.6079198835049222,29808.190884213695,34.17716833592966,45.62,-0.20403438774693253,3338604.1801860332,29.055848733976816,"[0.75, 12, 0.875, 12, 0.5, 34]",631.7688430626714,7528.912680151256,7.0,0.4549688175963626,0.6079198835049222,1.9949999999999974,8448000.0
TX_30_55_P07,5237575.098015263,26.461783439490446,-1238617.847103315,0.42857142857142855,-21098.204462769078,5237575.098015263,22347.266830861503,-2771.766392544127,-11561.919623289763,28428.334590686558,5,32339.68696065368,55,30,0.5455126099136308,833555.406023361,-5290.096413264624,39.25,794.2825834773372,8448000.0,295778.70710877556,4,0.619978112927943,31348.13891516156,35.79120980624862,48.25,-0.1647678989346236,3290891.4847451,30.187535973098523,"[0.75, 12, 1, 12, 0.5, 36.5]",740.2812488828556,9284.447883492569,7.0,0.4639056667643712,0.619978112927943,2.0,8448000.0
TX_30_55_R01,4754354.659679857,17.01,-1415251.4107861922,0.42857142857142855,-42241.35709151451,4754354.659679857,7812.303901520412,-4259.774400927556,5949.721544543178,10041.956691434163,5,32655.182528981124,55,30,0.4951834332341697,1036511.1243949503,-6083.634433822532,32.7,433.07064396609263,8448000.0,97589.89048931254,4,0.5627787239204376,57672.742027750624,23.18780280156879,31.51,-0.3981846550025686,3060695.035633332,19.666028722126857,"[21, 111]",397.2486774989069,2670.0,7.0,0.42151284986486787,0.5627787239204376,2.5100000000000016,8448000.0
TX_30_55_R02,4785514.265007798,18.060000000000002,-1456120.6153537573,0.42857142857142855,-38867.191411129366,4785514.265007798,8600.656788068078,-3548.597685505646,8938.51391030876,10872.185392182106,5,32730.47020537236,55,30,0.49842882013712114,1066038.8609868132,-6122.560447170055,30.6,429.45344997514536,8448000.0,105225.50443821387,4,0.5664671241723245,53087.08900778936,25.316330309632708,34.06,-0.36111042003955024,3076715.957944394,21.676322381317636,"[24, 104]",396.7765673886084,3100.0,7.0,0.42424647480813094,0.5664671241723245,2.0600000000000023,8448000.0
TX_30_55_R03,5020686.512538327,19.880000000000003,-1307181.2832874872,0.42857142857142855,-31687.47074568305,5020686.512538327,13490.737594800015,-2863.914258436529,-42338.63925477654,17437.26231196683,5,32820.84928589752,55,30,0.5229228701753245,891747.7899088057,-5650.775577052398,43.1,646.1081527413563,8448000.0,182557.31249949924,4,0.594304748169783,46442.69094974586,26.988147786067554,37.38,-0.24098739312735787,3205898.8379859636,22.68940590485244,"[27, 146]",594.5831129899632,5660.0,7.0,0.4448780815004092,0.594304748169783,2.3800000000000026,8448000.0
TX_30_55_R04,5169411.470028296,21.439999999999998,-1225332.1459244732,0.42857142857142855,-26184.27084034772,5169411.470028296,17947.95188323311,-2799.212736620726,-13537.956712252286,23342.732426097806,5,32854.16349609808,55,30,0.5384131186589005,791123.1079238465,-5265.844882838915,51.0,814.0232443254026,8448000.0,254792.82603902783,4,0.6119095016605464,40546.67358778277,28.67575660624089,40.44,-0.18179260416140713,3271689.048117902,23.988214411706238,"[30, 173]",748.1987435661121,8230.0,7.0,0.4579256875018806,0.6119095016605464,2.4399999999999977,8448000.0
TX_30_55_R05,5031303.196343495,22.36,-1395874.849079313,0.42857142857142855,-27485.678047237674,5031303.196343495,14582.276445015385,-2780.0609637546986,-28970.535911195904,18371.93462054925,5,32991.63152303129,55,30,0.5240286366383924,969193.0789277321,-5767.202090033957,34.7,569.3927143677972,8448000.0,187023.59416563538,4,0.5955614579005084,39583.67809210168,32.26584070529916,42.86,-0.22199293610398393,3193878.703901536,27.654691844843274,"[33, 118]",527.298460848137,5900.0,7.0,0.44580948070649995,0.5955614579005084,1.8599999999999994,8448000.0
TX_30_55_R06,5142109.946276791,23.549999999999997,-1106897.4766889263,0.42857142857142855,-20109.828299218265,5142109.946276791,17939.93000671752,-2608.7513460094756,-11787.906784536674,22748.821931621093,5,32827.72114303989,55,30,0.5355695650682426,713250.198901338,-4852.5100692191545,39.7,675.6375579210609,8448000.0,239865.37862999836,4,0.6086777872013247,31205.48320692353,33.670155936297114,45.55,-0.19293890729271126,3343065.207452821,28.72317364621214,"[36, 135]",624.5803554887934,7800.0,7.0,0.4555305311598559,0.6086777872013247,1.5499999999999972,8448000.0
TX_30_55_R07,5220808.477484293,24.200000000000003,-1105860.4492072924,0.42857142857142855,-19114.198243401082,5220808.477484293,19953.24215615198,-2304.8583159606605,-6856.785262946986,25165.081168837147,5,32876.676699167714,55,30,0.543766305038929,724911.2102108774,-4599.9553908098,43.8,728.7910039117097,8448000.0,285181.94641946635,4,0.6179934277325158,29156.741811246986,34.52990093698495,48.2,-0.17367947229089722,3373845.268750999,29.542963678947224,"[40, 149]",675.3974439731303,9800.0,7.0,0.4624347350367287,0.6179934277325158,0.20000000000000284,8448000.0
TX_30_60_P01,5319040.652822107,18.00031914893617,-1357258.3555249653,0.42857142857142855,-43279.64249176418,5319040.652822107,8791.562348939988,-2847.122850462346,17487.908812580725,11426.38842930447,5,31739.88371723154,60,30,0.49120185395902666,1028892.1633981362,-6181.312685585515,35.25,512.8911691647713,9528000.0,115599.28804920989,4,0.558253636946065,57086.74148069403,22.278387923722725,31.62,-0.4822381502654691,3413165.281043572,18.53712398948211,"[0.875, 12, 1.25, 12, 0.5, 19.5]",474.26787207812197,2948.768533909574,7.0,0.4150382125855914,0.558253636946065,1.995000000000001,9528000.0
TX_30_60_P02,5342138.849140987,19.127906976744185,-1530245.5730280152,0.42857142857142855,-43664.89514866946,5342138.849140987,9600.433519136644,-2975.357143080416,18245.51679110775,12266.552893812044,5,32230.00862620888,60,30,0.49333492223120157,1181911.1358374562,-6424.077668217336,32.25,492.19174848334404,9528000.0,121531.00714912405,4,0.560677880892211,56531.98647244931,24.922305039876445,34.25,-0.43328579018504043,3353060.8416985455,21.023350876057446,"[0.75, 12, 1, 12, 0.5, 22.5]",456.655724186678,3308.0192587209303,7.0,0.4168192633045272,0.560677880892211,2.0,9528000.0
TX_30_60_P03,5496694.313794507,20.780201342281877,-1480372.0311214987,0.42857142857142855,-38515.124503161525,5496694.313794507,12829.621738902635,-2688.4543957970936,-40312.046762739126,16468.27148892341,5,32227.51901002106,60,30,0.5076077837738237,1115182.3850303188,-6256.561509901965,37.25,613.5381282931555,9528000.0,168798.17004173828,4,0.5768990673587854,51124.53754340003,26.84148014523179,37.25,-0.33652765849961713,3443942.7267571604,22.47788195367591,"[0.75, 14, 1, 14, 0.5, 25.5]",570.7664879343557,4898.163940156599,7.0,0.42873669259798314,0.5768990673587854,2.0,9528000.0
TX_30_60_P04,5710649.815981389,22.451171875,-1372552.6099088616,0.42857142857142855,-32124.637201840833,5710649.815981389,18631.886096527465,-2644.535877775458,-11000.507384876226,24122.26779982884,5,32209.497698080762,60,30,0.5273661097951092,984633.1607965089,-5857.390938866989,48.0,844.700988724918,9528000.0,261489.3248447127,4,0.5993545146915815,44775.52208612138,28.55716771001011,40.75,-0.24415356373599578,3532064.867463335,23.70457238712136,"[1, 15, 1.25, 15, 0.5, 28.5]",786.0038895555073,8311.151184082031,7.0,0.4452343271201536,0.5993545146915815,2.0,9528000.0
TX_30_60_P05,5542233.481984065,22.5,-1539040.1297282926,0.42857142857142855,-32714.716437193587,5542233.481984065,14818.221232180957,-2900.5285800701217,-39192.98351499239,18598.320813118607,5,32437.250813871025,60,30,0.511813227067549,1160842.8390872718,-6303.876399220126,33.75,571.8079369118886,9528000.0,185579.187684818,4,0.5816785770344317,43371.46228250879,32.52546810308523,43.0,-0.2969586883637356,3445030.3612409197,27.891199716493496,"[0.75, 12, 0.75, 12, 0.5, 31.5]",531.2866202531325,5983.453125,7.0,0.4322481169154506,0.5816785770344317,2.0,9528000.0
TX_30_60_P06,5660677.509674904,24.4770205479452,-1246928.4349344275,0.42857142857142855,-24684.176098204898,5660677.509674904,18356.57993886852,-2794.36097533817,-16019.11125894635,23192.976510968256,5,32087.227961392076,60,30,0.5227512758228721,878996.0830662592,-5574.016986726277,36.5,678.6102430430441,9528000.0,236480.61245370648,4,0.5941097302345617,35011.78050752518,34.17716833592966,45.62,-0.2559540271960921,3597605.476474663,29.055848733976816,"[0.75, 12, 0.875, 12, 0.5, 34]",631.7688430626714,7528.912680151256,7.0,0.44138107334893606,0.5941097302345617,1.9949999999999974,9528000.0
TX_30_60_P07,5772591.024636019,26.461783439490446,-1436052.1123957324,0.42857142857142855,-26158.520439236472,5772591.024636019,22347.266830861503,-2771.766392544127,-11561.919623289763,28428.334590686558,5,32404.97498208205,60,30,0.5330862459086534,1033483.5845319462,-5856.634979288992,39.25,794.2825834773372,9528000.0,295778.70710877556,4,0.6058554811750649,36345.551187135774,35.79120980624862,48.25,-0.20685249285626434,3552837.8170976597,30.187535973098523,"[0.75, 12, 1, 12, 0.5, 36.5]",740.2812488828556,9284.447883492569,7.0,0.45001047642129666,0.6058554811750649,2.0,9528000.0
TX_30_60_R01,5334896.421652522,17.33,-1487133.7991566672,0.42857142857142855,-46736.55855409938,5334896.421652522,9118.11008983153,-3618.938807510558,9744.329294323243,11942.840182865788,5,32746.100593630897,60,30,0.49266609977961706,1113394.441069382,-6335.896973251488,38.8,518.6761716878616,9528000.0,119642.30045178233,4,0.5599177604589128,62418.7674899534,23.025619519018445,31.83,-0.4368550520422615,3381497.688300079,19.28044645825227,"[21, 132]",472.92007006035203,3220.0,7.0,0.41626081577437835,0.5599177604589128,2.8299999999999983,9528000.0
TX_30_60_R02,5339139.418133115,18.259999999999998,-1568326.3710594561,0.42857142857142855,-43920.58806867311,5339139.418133115,9535.593667653131,-3300.5674210007605,13345.890193079684,12189.960599551301,5,32807.76645584018,60,30,0.4930579312909073,1183059.0927755397,-6417.577518870802,34.4,483.471763322782,9528000.0,120745.57349075539,4,0.5603630791491515,58220.07125049109,25.213386849673935,34.26,-0.41771451164456125,3357638.343368229,21.410922925864107,"[24, 117]",445.36116918781966,3540.0,7.0,0.4165879838280167,0.5603630791491515,2.259999999999998,9528000.0
TX_30_60_R03,5534314.210506146,19.880000000000003,-1477566.6617963063,0.42857142857142855,-37934.55986682145,5534314.210506146,13490.737594800015,-2863.914258436529,-42338.63925477654,17437.26231196683,5,32877.647970568636,60,30,0.5110818995433092,1067552.7252588707,-6144.77808050801,43.1,646.1081527413563,9528000.0,182557.31249949924,4,0.5808474192386803,52497.80548165651,26.988147786067554,37.38,-0.30607945265902675,3463239.108518045,22.68940590485244,"[27, 146]",594.5831129899632,5660.0,7.0,0.43163747944556,0.5808474192386803,2.3800000000000026,9528000.0
TX_30_60_R04,5697705.51565198,21.439999999999998,-1405515.6059449404,0.42857142857142855,-32150.71613378162,5697705.51565198,17947.95188323311,-2799.212736620726,-13537.956712252286,23342.732426097806,5,32911.71852620123,60,30,0.5261707317683152,971405.2532613719,-5820.017980603279,51.0,814.0232443254026,9528000.0,254792.82603902783,4,0.5979959609206529,46510.41309710886,28.67575660624089,40.44,-0.23084475430735907,3533875.9424727596,23.988214411706238,"[30, 173]",748.1987435661121,8230.0,7.0,0.44423622081394953,0.5979959609206529,2.4399999999999977,9528000.0
TX_30_60_R05,5545977.846875745,22.36,-1582700.2132397126,0.42857142857142855,-33058.02478117339,5545977.846875745,14582.276445015385,-2780.0609637546986,-28970.535911195904,18371.93462054925,5,33049.559291134094,60,30,0.5121590110343843,1165679.3537620397,-6279.7748560556165,34.7,569.3927143677972,9528000.0,187023.59416563538,4,0.582071562434482,44882.30621255742,32.26584070529916,42.86,-0.2818639774462166,3447849.3087224765,27.654691844843274,"[33, 118]",527.298460848137,5900.0,7.0,0.4325368365925292,0.582071562434482,1.8599999999999994,9528000.0
TX_30_60_R06,5667711.682246251,23.549999999999997,-1298224.5746088163,0.42857142857142855,-24751.23797512038,5667711.682246251,17939.93000671752,-2608.7513460094756,-11787.906784536674,22748.821931621093,5,32885.84615766582,60,30,0.5234008663850875,877795.8827849891,-5488.11989004179,39.7,675.6375579210609,9528000.0,239865.37862999836,4,0.5948479935187081,36600.65543408214,33.670155936297114,45.55,-0.24415525401171526,3601174.0417172024,28.72317364621214,"[36, 135]",624.5803554887934,7800.0,7.0,0.44192346280404154,0.5948479935187081,1.5499999999999972,9528000.0
TX_30_60_R07,5754170.982313096,24.200000000000003,-1306455.166429428,0.42857142857142855,-22544.244391928256,5754170.982313096,19953.24215615198,-2304.8583159606605,-6856.785262946986,25165.081168837147,5,32934.261203827264,60,30,0.5313851949993652,854942.1711477711,-5252.997078130612,43.8,728.7910039117097,9528000.0,285181.94641946635,4,0.6039222273628354,34446.43460920534,34.52990093698495,48.2,-0.21984153896879913,3633281.74213762,29.542963678947224,"[40, 149]",675.3974439731303,9800.0,7.0,0.4485901477874433,0.6039222273628354,0.20000000000000284,9528000.0
TX_30_65_P01,5926604.340825201,18.88625,-1351419.9997329798,0.42857142857142855,-47071.2833336364,5926604.340825201,10601.88569226408,-2447.365845699605,-46200.116916219515,14012.802824783525,5,31762.974292682462,65,30,0.4915875324965958,1045264.2281573056,-6371.530039307643,41.4,633.441690240743,10608000.0,148504.17189030812,4,0.5586919627474737,60849.23182533656,22.121693347114366,32.38,-0.5054303451700278,3734788.069597112,18.093042147890063,"[1, 12, 1.625, 12, 0.5, 19.8]",585.9647927421885,3693.6028828125004,7.0,0.41251205098896265,0.5586919627474737,1.9550000000000018,10608000.0
TX_30_65_P02,5875648.413347253,19.16755319148936,-1638943.8374103883,0.42857142857142855,-48777.48478555336,5875648.413347253,10356.791736428677,-2820.587053400512,42657.17207426546,13309.468324547574,5,32280.710128541643,65,30,0.4873609472186806,1299914.645731531,-6686.953590423827,35.25,536.4123371472969,10608000.0,134398.16693329698,4,0.553888425089296,61496.526591044596,24.812010095310022,34.5,-0.5031255236935943,3626924.967178725,20.828143205527912,"[0.875, 12, 1.125, 12, 0.5, 22.5]",497.2498812894624,3756.3892952127662,7.0,0.4090112590753062,0.553888425089296,2.0,10608000.0
TX_30_65_P03,5992750.46003783,20.780201342281877,-1640686.5053510296,0.42857142857142855,-44409.168916844406,5992750.46003783,12829.621738902635,-2688.4543957970936,-40312.046762739126,16468.27148892341,5,32282.898709078472,65,30,0.4970740819029688,1285834.2181151423,-6633.835676540053,37.25,613.5381282931555,10608000.0,168798.17004173828,4,0.5649274566400669,56661.941580908104,26.84148014523179,37.25,-0.4167034508911178,3697723.4987824345,22.47788195367591,"[0.75, 14, 1, 14, 0.5, 25.5]",570.7664879343557,4898.163940156599,7.0,0.41705644475668535,0.5649274566400669,2.0,10608000.0
TX_30_65_P04,6225275.973683723,22.451171875,-1542101.4050789815,0.42857142857142855,-37862.695185536846,6225275.973683723,18631.886096527465,-2644.535877775458,-11000.507384876226,24122.26779982884,5,32261.157283052584,65,30,0.5163611199642565,1160509.5285152704,-6305.550718293482,48.0,844.700988724918,10608000.0,261489.3248447127,4,0.586847282587078,50307.64730387634,28.55716771001011,40.75,-0.30203856119421263,3791147.9381435495,23.70457238712136,"[1, 15, 1.25, 15, 0.5, 28.5]",786.0038895555073,8311.151184082031,7.0,0.4330314937486324,0.586847282587078,2.0,10608000.0
TX_30_65_P05,6042242.145767111,22.5,-1712461.869728884,0.42857142857142855,-37976.75844141236,6042242.145767111,14818.221232180957,-2900.5285800701217,-39192.98351499239,18598.320813118607,5,32488.470883823073,65,30,0.5011792143308519,1347554.426628481,-6709.152490993771,33.75,571.8079369118886,10608000.0,185579.187684818,4,0.5695929624591922,48259.19101598017,32.52546810308523,43.0,-0.3679862582177302,3696636.1332729287,27.891199716493496,"[0.75, 12, 0.75, 12, 0.5, 31.5]",531.2866202531325,5983.453125,7.0,0.4204566398226915,0.5695929624591922,2.0,10608000.0
TX_30_65_P06,6170966.380926272,24.4770205479452,-1427593.6894055484,0.42857142857142855,-30044.885907228676,6170966.380926272,18356.57993886852,-2794.36097533817,-16019.11125894635,23192.976510968256,5,32141.516577507202,65,30,0.5118563619005837,1069886.3577140812,-6094.930152332042,36.5,678.6102430430441,10608000.0,236480.61245370648,4,0.5817276000119035,40085.85137241832,34.17716833592966,45.62,-0.3156971956848459,3852499.74876661,29.055848733976816,"[0.75, 12, 0.875, 12, 0.5, 34]",631.7688430626714,7528.912680151256,7.0,0.42930029715248513,0.5817276000119035,1.9949999999999974,10608000.0
TX_30_65_P07,6292593.295327946,26.461783439490446,-1622572.7892294244,0.42857142857142855,-31116.660377322307,6292593.295327946,22347.266830861503,-2771.766392544127,-11561.919623289763,28428.334590686558,5,32455.90854993487,65,30,0.5219448158106971,1229372.5685809576,-6334.307538356589,39.25,794.2825834773372,10608000.0,295778.70710877556,4,0.5931931839487128,41066.82313662272,35.79120980624862,48.25,-0.25599741945831234,3812794.693405074,30.187535973098523,"[0.75, 12, 1, 12, 0.5, 36.5]",740.2812488828556,9284.447883492569,7.0,0.4376563518745704,0.5931931839487128,2.0,10608000.0
TX_30_65_R01,5969314.318667923,17.979999999999997,-1462245.149150766,0.42857142857142855,-49298.14148309478,5969314.318667923,11530.719565102456,-3336.1182286711023,26036.875236315864,15476.147183913492,5,32837.28944010769,65,30,0.4951301500585714,1102291.7807182886,-6498.532840260537,48.8,670.1257273099707,10608000.0,161338.96851817964,4,0.5627181672952416,65384.46675091501,23.09439341485677,32.48,-0.43394867108554486,3704616.701904107,19.043671784169483,"[21, 166]",605.4882533045779,4280.0,7.0,0.41544632679287075,0.5627181672952416,3.479999999999997,10608000.0
TX_30_65_R02,5889497.270364652,18.479999999999997,-1664653.0859077566,0.42857142857142855,-48680.028448757665,5889497.270364652,10586.12317316994,-3136.6930242944914,23667.492281265757,13692.68093867795,5,32872.75432186255,65,30,0.48850965313147215,1287227.0483016851,-6674.234216177134,38.5,545.9918664921537,10608000.0,138107.3066503152,4,0.5551939357432741,62948.83031421561,25.078543800752247,34.48,-0.4726281852416527,3663140.1892773267,21.125068793414687,"[24, 131]",501.11662483532126,4020.0,7.0,0.40996270808348845,0.5551939357432741,2.479999999999997,10608000.0
TX_30_65_R03,6033635.530609834,19.880000000000003,-1636178.258271783,0.42857142857142855,-43963.7089802088,6033635.530609834,13490.737594800015,-2863.914258436529,-42338.63925477654,17437.26231196683,5,32925.63699298783,65,30,0.5004653308884953,1237220.6675235953,-6552.590962621842,43.1,646.1081527413563,10608000.0,182557.31249949924,4,0.5687816299594489,58134.72970637136,26.988147786067554,37.38,-0.38167186469154996,3717912.4183699056,22.68940590485244,"[27, 146]",594.5831129899632,5660.0,7.0,0.41986534514437196,0.5687816299594489,2.3800000000000026,10608000.0
TX_30_65_R04,6211208.188316589,21.439999999999998,-1575773.6418910725,0.42857142857142855,-38010.65014823176,6211208.188316589,17947.95188323311,-2799.212736620726,-13537.956712252286,23342.732426097806,5,32960.05398604615,65,30,0.5151942548424052,1148465.1361130707,-6290.960439044522,51.0,814.0232443254026,10608000.0,254792.82603902783,4,0.5855211338910812,52145.89481557897,28.67575660624089,40.44,-0.2877766018601653,3793249.5029205773,23.988214411706238,"[30, 173]",748.1987435661121,8230.0,7.0,0.43206500384855895,0.5855211338910812,2.4399999999999977,10608000.0
